user_id,event_date,event_name
U00032,2025-09-11,signup
U00032,2025-09-12,onboarding_complete
U00033,2025-08-17,signup
U00033,2025-08-18,onboarding_complete
U00033,2025-09-06,subscribe
U00034,2025-11-11,signup
U00034,2025-11-11,onboarding_complete
U00035,2026-01-11,signup
U00035,2026-01-12,onboarding_complete
U00036,2025-08-12,signup
U00036,2025-08-13,onboarding_complete
U00036,2025-08-20,subscribe
U00037,2026-01-05,signup
U00037,2026-01-06,onboarding_complete
U00037,2026-01-08,trial_start
U00038,2025-12-31,signup
U00038,2026-01-01,onboarding_complete
U00039,2025-09-20,signup
U00039,2025-09-21,onboarding_complete
U00040,2025-11-25,signup
U00040,2025-12-02,subscribe
U00041,2025-08-31,signup
U00042,2025-12-18,signup
U00042,2025-12-18,onboarding_complete
U00043,2025-12-07,signup
U00043,2025-12-08,onboarding_complete
U00044,2025-10-05,signup
U00044,2025-10-06,onboarding_complete
U00045,2025-08-13,signup
U00045,2025-08-14,onboarding_complete
U00046,2026-01-26,signup
U00046,2026-01-26,onboarding_complete
U00047,2025-10-22,signup
U00048,2026-01-12,signup
U00048,2026-01-13,onboarding_complete
U00048,2026-01-14,trial_start
U00048,2026-01-16,subscribe
U00049,2025-12-03,signup
U00049,2025-12-04,onboarding_complete
U00049,2025-12-07,trial_start
U00050,2025-12-22,signup
U00050,2025-12-23,onboarding_complete
U00051,2025-12-18,signup
U00052,2025-09-05,signup
U00052,2025-09-06,onboarding_complete
U00053,2025-10-06,signup
U00054,2025-10-25,signup
U00055,2025-10-31,signup
U00056,2025-08-09,signup
U00056,2025-08-09,onboarding_complete
U00057,2025-11-09,signup
U00057,2025-11-19,subscribe
U00058,2025-08-29,signup
U00058,2025-08-30,onboarding_complete
U00058,2025-09-24,subscribe
U00059,2025-12-15,signup
U00059,2025-12-16,onboarding_complete
U00060,2025-12-04,signup
U00060,2025-12-04,onboarding_complete
U00061,2026-01-17,signup
U00061,2026-01-18,onboarding_complete
U00062,2025-12-16,signup
U00063,2025-10-07,signup
U00063,2025-10-08,onboarding_complete
U00064,2026-01-26,signup
U00064,2026-01-26,onboarding_complete
U00065,2025-10-15,signup
U00065,2025-10-15,onboarding_complete
U00066,2025-09-29,signup
U00066,2025-09-29,onboarding_complete
U00066,2025-10-12,subscribe
U00067,2026-01-14,signup
U00067,2026-01-14,onboarding_complete
U00068,2025-10-08,signup
U00068,2025-10-08,onboarding_complete
U00068,2025-10-10,trial_start
U00068,2025-10-12,subscribe
U00069,2025-08-15,signup
U00069,2025-08-16,onboarding_complete
U00070,2025-10-26,signup
U00070,2025-10-27,onboarding_complete
U00070,2025-10-27,trial_start
U00070,2025-11-04,trial_end_no_sub
U00071,2025-12-25,signup
U00071,2025-12-25,onboarding_complete
U00072,2025-09-04,signup
U00072,2025-09-05,onboarding_complete
U00073,2025-10-25,signup
U00074,2025-08-24,signup
U00074,2025-08-24,onboarding_complete
U00075,2025-12-05,signup
U00075,2025-12-05,onboarding_complete
U00075,2025-12-07,trial_start
U00075,2025-12-17,trial_end_no_sub
U00076,2025-10-27,signup
U00076,2025-10-27,onboarding_complete
U00076,2025-11-21,subscribe
U00077,2025-09-30,signup
U00077,2025-10-01,onboarding_complete
U00078,2025-09-11,signup
U00078,2025-09-12,onboarding_complete
U00079,2025-11-12,signup
U00080,2025-12-02,signup
U00080,2025-12-03,onboarding_complete
U00081,2026-01-21,signup
U00082,2025-10-20,signup
U00082,2025-10-20,onboarding_complete
U00083,2025-08-30,signup
U00083,2025-08-31,onboarding_complete
U00084,2026-01-01,signup
U00085,2025-11-24,signup
U00085,2025-11-25,onboarding_complete
U00086,2025-12-07,signup
U00086,2025-12-07,onboarding_complete
U00086,2025-12-31,subscribe
U00087,2025-08-18,signup
U00088,2025-09-27,signup
U00088,2025-09-28,onboarding_complete
U00089,2025-12-20,signup
U00089,2025-12-21,onboarding_complete
U00089,2025-12-30,subscribe
U00090,2026-01-01,signup
U00090,2026-01-02,onboarding_complete
U00090,2026-01-06,subscribe
U00091,2025-10-20,signup
U00091,2025-10-21,onboarding_complete
U00092,2025-12-27,signup
U00092,2025-12-27,onboarding_complete
U00092,2026-01-14,subscribe
U00093,2026-01-02,signup
U00093,2026-01-02,onboarding_complete
U00093,2026-01-03,trial_start
U00094,2025-10-11,signup
U00094,2025-10-11,onboarding_complete
U00094,2025-10-12,trial_start
U00094,2025-10-23,trial_end_no_sub
U00095,2026-01-13,signup
U00095,2026-01-13,onboarding_complete
U00095,2026-01-17,trial_start
U00095,2026-01-26,trial_end_no_sub
U00096,2025-09-23,signup
U00097,2025-09-14,signup
U00097,2025-10-13,subscribe
U00098,2025-12-04,signup
U00098,2025-12-04,onboarding_complete
U00098,2025-12-08,trial_start
U00098,2025-12-19,trial_end_no_sub
U00099,2025-11-26,signup
U00100,2025-08-26,signup
U00100,2025-08-26,onboarding_complete
U00101,2026-01-01,signup
U00101,2026-01-02,onboarding_complete
U00102,2025-09-06,signup
U00102,2025-09-07,onboarding_complete
U00103,2025-12-27,signup
U00103,2025-12-27,onboarding_complete
U00103,2025-12-28,trial_start
U00103,2026-01-09,trial_end_no_sub
U00104,2025-08-02,signup
U00104,2025-08-03,onboarding_complete
U00104,2025-08-06,trial_start
U00104,2025-08-10,trial_end_no_sub
U00105,2025-12-25,signup
U00105,2025-12-26,onboarding_complete
U00106,2025-12-23,signup
U00106,2025-12-23,onboarding_complete
U00107,2025-12-22,signup
U00107,2025-12-23,onboarding_complete
U00108,2025-12-01,signup
U00108,2025-12-02,onboarding_complete
U00109,2025-10-26,signup
U00110,2025-12-08,signup
U00111,2025-09-20,signup
U00111,2025-09-20,onboarding_complete
U00111,2025-10-11,subscribe
U00112,2025-12-22,signup
U00113,2025-11-11,signup
U00113,2025-11-12,onboarding_complete
U00113,2025-11-12,trial_start
U00113,2025-11-14,subscribe
U00114,2025-10-24,signup
U00114,2025-10-24,onboarding_complete
U00115,2025-11-02,signup
U00115,2025-11-03,onboarding_complete
U00115,2025-11-04,trial_start
U00116,2025-11-13,signup
U00116,2025-11-13,onboarding_complete
U00117,2025-08-07,signup
U00117,2025-08-07,onboarding_complete
U00117,2025-08-21,subscribe
U00118,2025-08-26,signup
U00119,2025-09-15,signup
U00119,2025-09-15,onboarding_complete
U00120,2025-08-22,signup
U00120,2025-08-22,onboarding_complete
U00121,2025-10-20,signup
U00122,2025-12-01,signup
U00123,2025-11-29,signup
U00123,2025-11-30,onboarding_complete
U00124,2025-10-26,signup
U00124,2025-10-27,onboarding_complete
U00124,2025-10-27,trial_start
U00125,2026-01-05,signup
U00125,2026-01-06,onboarding_complete
U00126,2025-11-13,signup
U00127,2025-08-15,signup
U00128,2025-12-19,signup
U00129,2025-11-14,signup
U00129,2025-11-14,onboarding_complete
U00130,2025-11-25,signup
U00130,2025-11-25,onboarding_complete
U00130,2025-11-28,trial_start
U00130,2025-12-06,trial_end_no_sub
U00131,2025-11-13,signup
U00131,2025-11-13,onboarding_complete
U00132,2025-11-10,signup
U00132,2025-11-11,onboarding_complete
U00133,2025-08-17,signup
U00133,2025-08-18,onboarding_complete
U00134,2025-11-11,signup
U00134,2025-11-12,onboarding_complete
U00134,2025-11-14,trial_start
U00135,2025-12-25,signup
U00135,2025-12-26,onboarding_complete
U00136,2025-09-25,signup
U00136,2025-09-26,onboarding_complete
U00137,2025-11-19,signup
U00137,2025-11-20,onboarding_complete
U00138,2025-08-06,signup
U00138,2025-08-07,onboarding_complete
U00139,2025-10-03,signup
U00139,2025-10-04,onboarding_complete
U00140,2025-10-20,signup
U00140,2025-10-20,onboarding_complete
U00141,2026-01-28,signup
U00141,2026-01-29,onboarding_complete
U00142,2025-09-09,signup
U00142,2025-09-09,onboarding_complete
U00143,2025-09-20,signup
U00144,2025-10-15,signup
U00144,2025-10-15,onboarding_complete
U00145,2026-01-30,signup
U00146,2026-01-05,signup
U00146,2026-01-05,onboarding_complete
U00146,2026-01-19,subscribe
U00147,2025-08-07,signup
U00147,2025-08-07,onboarding_complete
U00148,2025-09-13,signup
U00148,2025-09-14,onboarding_complete
U00148,2025-09-23,subscribe
U00149,2025-12-30,signup
U00149,2026-01-28,subscribe
U00150,2025-08-11,signup
U00150,2025-08-12,onboarding_complete
U00151,2026-01-05,signup
U00151,2026-01-06,onboarding_complete
U00151,2026-01-14,subscribe
U00152,2025-09-21,signup
U00152,2025-09-22,onboarding_complete
U00153,2026-01-16,signup
U00153,2026-01-17,onboarding_complete
U00154,2025-09-24,signup
U00154,2025-09-25,onboarding_complete
U00155,2025-10-19,signup
U00155,2025-10-19,onboarding_complete
U00156,2025-11-30,signup
U00156,2025-11-30,onboarding_complete
U00157,2025-08-24,signup
U00157,2025-08-24,onboarding_complete
U00157,2025-08-28,trial_start
U00157,2025-09-08,trial_end_no_sub
U00158,2025-11-11,signup
U00158,2025-11-12,onboarding_complete
U00158,2025-11-14,trial_start
U00159,2025-11-01,signup
U00159,2025-11-01,onboarding_complete
U00160,2025-12-23,signup
U00160,2026-01-02,subscribe
U00161,2026-01-31,signup
U00161,2026-02-01,onboarding_complete
U00162,2025-12-01,signup
U00162,2025-12-01,onboarding_complete
U00163,2025-10-15,signup
U00163,2025-10-15,onboarding_complete
U00164,2025-10-14,signup
U00164,2025-10-15,onboarding_complete
U00164,2025-11-09,subscribe
U00165,2025-10-16,signup
U00166,2025-12-28,signup
U00166,2025-12-29,onboarding_complete
U00166,2026-01-03,subscribe
U00167,2025-09-29,signup
U00167,2025-09-30,onboarding_complete
U00167,2025-10-07,subscribe
U00168,2025-08-31,signup
U00168,2025-08-31,onboarding_complete
U00169,2025-10-01,signup
U00169,2025-10-02,onboarding_complete
U00170,2025-08-05,signup
U00170,2025-08-06,onboarding_complete
U00171,2025-08-20,signup
U00171,2025-09-04,subscribe
U00172,2025-08-17,signup
U00173,2025-12-20,signup
U00173,2025-12-20,onboarding_complete
U00173,2025-12-23,trial_start
U00173,2025-12-29,trial_end_no_sub
U00174,2025-12-11,signup
U00174,2025-12-12,onboarding_complete
U00175,2025-12-07,signup
U00175,2025-12-08,onboarding_complete
U00176,2025-10-24,signup
U00176,2025-10-24,onboarding_complete
U00177,2025-12-10,signup
U00178,2025-08-30,signup
U00178,2025-08-31,onboarding_complete
U00179,2026-01-13,signup
U00179,2026-01-14,onboarding_complete
U00179,2026-01-28,subscribe
U00180,2025-11-01,signup
U00180,2025-11-01,onboarding_complete
U00181,2026-01-20,signup
U00181,2026-01-20,onboarding_complete
U00182,2025-08-29,signup
U00182,2025-08-29,onboarding_complete
U00182,2025-09-15,subscribe
U00183,2025-10-31,signup
U00184,2025-12-07,signup
U00184,2025-12-26,subscribe
U00185,2025-10-31,signup
U00186,2025-10-22,signup
U00186,2025-10-23,onboarding_complete
U00187,2025-08-31,signup
U00187,2025-08-31,onboarding_complete
U00188,2025-10-10,signup
U00188,2025-10-10,onboarding_complete
U00189,2025-09-13,signup
U00189,2025-09-14,onboarding_complete
U00189,2025-10-03,subscribe
U00190,2025-09-25,signup
U00190,2025-09-25,onboarding_complete
U00191,2025-12-04,signup
U00192,2025-11-24,signup
U00192,2025-11-24,onboarding_complete
U00193,2025-11-20,signup
U00194,2025-10-06,signup
U00195,2026-01-24,signup
U00195,2026-01-25,onboarding_complete
U00196,2025-08-17,signup
U00196,2025-08-18,onboarding_complete
U00196,2025-08-18,trial_start
U00196,2025-08-26,subscribe
U00197,2025-10-03,signup
U00197,2025-10-03,onboarding_complete
U00198,2025-08-22,signup
U00198,2025-08-23,onboarding_complete
U00199,2025-10-02,signup
U00199,2025-10-03,onboarding_complete
U00200,2026-01-24,signup
U00200,2026-01-24,onboarding_complete
U00201,2025-10-07,signup
U00202,2026-01-15,signup
U00203,2025-10-31,signup
U00203,2025-10-31,onboarding_complete
U00203,2025-11-17,subscribe
U00204,2025-12-07,signup
U00205,2025-10-24,signup
U00205,2025-10-24,onboarding_complete
U00206,2025-09-18,signup
U00207,2025-12-19,signup
U00207,2025-12-20,onboarding_complete
U00208,2026-01-26,signup
U00208,2026-01-26,onboarding_complete
U00208,2026-01-29,trial_start
U00208,2026-01-30,subscribe
U00209,2025-09-18,signup
U00210,2025-12-22,signup
U00210,2025-12-22,onboarding_complete
U00211,2025-09-18,signup
U00211,2025-09-18,onboarding_complete
U00212,2025-12-10,signup
U00212,2025-12-10,onboarding_complete
U00212,2025-12-13,trial_start
U00212,2025-12-29,subscribe
U00213,2025-12-24,signup
U00213,2025-12-24,onboarding_complete
U00213,2025-12-27,trial_start
U00213,2026-01-02,trial_end_no_sub
U00214,2025-10-22,signup
U00215,2025-12-14,signup
U00215,2025-12-15,onboarding_complete
U00216,2025-09-20,signup
U00216,2025-09-20,onboarding_complete
U00217,2025-08-15,signup
U00217,2025-08-15,onboarding_complete
U00218,2025-08-18,signup
U00218,2025-09-10,subscribe
U00219,2025-10-22,signup
U00219,2025-10-22,onboarding_complete
U00219,2025-11-17,subscribe
U00220,2026-01-14,signup
U00220,2026-01-15,onboarding_complete
U00221,2025-08-24,signup
U00221,2025-08-25,onboarding_complete
U00221,2025-08-25,trial_start
U00222,2025-10-23,signup
U00222,2025-10-23,onboarding_complete
U00223,2025-12-08,signup
U00224,2025-09-07,signup
U00224,2025-09-08,onboarding_complete
U00224,2025-09-20,subscribe
U00225,2025-12-11,signup
U00226,2025-09-26,signup
U00226,2025-09-27,onboarding_complete
U00226,2025-10-23,subscribe
U00227,2025-12-27,signup
U00227,2025-12-28,onboarding_complete
U00228,2025-11-15,signup
U00228,2025-11-16,onboarding_complete
U00229,2025-11-09,signup
U00229,2025-11-10,onboarding_complete
U00230,2025-09-02,signup
U00230,2025-09-03,onboarding_complete
U00231,2025-10-25,signup
U00231,2025-10-26,onboarding_complete
U00232,2026-01-05,signup
U00232,2026-01-05,onboarding_complete
U00233,2025-08-04,signup
U00233,2025-08-04,onboarding_complete
U00233,2025-08-08,trial_start
U00233,2025-08-16,trial_end_no_sub
U00234,2025-12-18,signup
U00234,2025-12-18,onboarding_complete
U00235,2025-10-30,signup
U00235,2025-10-30,onboarding_complete
U00236,2025-12-11,signup
U00236,2025-12-11,onboarding_complete
U00236,2026-01-03,subscribe
U00237,2025-12-01,signup
U00237,2025-12-02,onboarding_complete
U00238,2025-10-19,signup
U00239,2025-09-26,signup
U00239,2025-09-26,onboarding_complete
U00239,2025-09-27,trial_start
U00240,2025-11-24,signup
U00240,2025-11-25,onboarding_complete
U00240,2025-11-26,trial_start
U00240,2025-12-06,trial_end_no_sub
U00241,2025-08-26,signup
U00241,2025-08-26,onboarding_complete
U00242,2025-11-16,signup
U00243,2025-08-18,signup
U00243,2025-08-19,onboarding_complete
U00244,2025-11-28,signup
U00244,2025-11-29,onboarding_complete
U00245,2025-11-24,signup
U00245,2025-11-24,onboarding_complete
U00245,2025-11-28,subscribe
U00246,2025-08-16,signup
U00246,2025-08-16,onboarding_complete
U00247,2025-12-18,signup
U00248,2025-10-16,signup
U00248,2025-10-17,onboarding_complete
U00249,2025-12-23,signup
U00249,2025-12-24,onboarding_complete
U00250,2025-08-08,signup
U00251,2025-09-03,signup
U00251,2025-09-04,onboarding_complete
U00251,2025-10-03,subscribe
U00252,2025-10-30,signup
U00252,2025-10-31,onboarding_complete
U00252,2025-11-21,subscribe
U00253,2025-09-04,signup
U00253,2025-09-22,subscribe
U00254,2025-09-30,signup
U00254,2025-09-30,onboarding_complete
U00254,2025-10-06,subscribe
U00255,2025-11-30,signup
U00255,2025-11-30,onboarding_complete
U00255,2025-12-17,subscribe
U00256,2025-08-27,signup
U00256,2025-08-27,onboarding_complete
U00256,2025-08-28,trial_start
U00257,2025-12-03,signup
U00257,2025-12-04,onboarding_complete
U00257,2025-12-05,trial_start
U00257,2025-12-13,trial_end_no_sub
U00258,2025-08-20,signup
U00258,2025-08-21,onboarding_complete
U00258,2025-08-22,trial_start
U00259,2025-09-02,signup
U00259,2025-09-03,onboarding_complete
U00260,2025-11-17,signup
U00260,2025-11-18,onboarding_complete
U00261,2025-12-25,signup
U00261,2025-12-25,onboarding_complete
U00262,2025-09-01,signup
U00262,2025-09-02,onboarding_complete
U00263,2025-09-25,signup
U00263,2025-09-25,onboarding_complete
U00263,2025-10-18,subscribe
U00264,2026-01-18,signup
U00265,2026-01-30,signup
U00265,2026-01-30,onboarding_complete
U00266,2025-11-15,signup
U00266,2025-11-16,onboarding_complete
U00266,2025-11-16,trial_start
U00266,2025-11-28,trial_end_no_sub
U00267,2025-10-22,signup
U00267,2025-10-22,onboarding_complete
U00267,2025-11-03,subscribe
U00268,2025-10-03,signup
U00268,2025-10-04,onboarding_complete
U00269,2025-11-21,signup
U00269,2025-11-22,onboarding_complete
U00270,2025-11-17,signup
U00270,2025-11-17,onboarding_complete
U00270,2025-11-19,trial_start
U00270,2025-11-24,subscribe
U00271,2025-09-24,signup
U00271,2025-09-24,onboarding_complete
U00271,2025-10-21,subscribe
U00272,2025-08-05,signup
U00272,2025-08-06,onboarding_complete
U00273,2025-08-28,signup
U00274,2026-01-24,signup
U00274,2026-01-25,onboarding_complete
U00274,2026-01-29,subscribe
U00275,2025-10-16,signup
U00276,2025-10-28,signup
U00276,2025-10-29,onboarding_complete
U00276,2025-10-30,trial_start
U00276,2025-11-11,trial_end_no_sub
U00277,2025-10-25,signup
U00277,2025-10-26,onboarding_complete
U00277,2025-11-14,subscribe
U00278,2025-12-23,signup
U00278,2025-12-23,onboarding_complete
U00278,2025-12-24,trial_start
U00278,2026-01-07,trial_end_no_sub
U00279,2025-08-12,signup
U00280,2025-08-16,signup
U00280,2025-08-16,onboarding_complete
U00281,2025-09-20,signup
U00281,2025-09-21,onboarding_complete
U00282,2025-10-29,signup
U00283,2025-12-02,signup
U00283,2025-12-02,onboarding_complete
U00283,2025-12-03,trial_start
U00283,2025-12-11,trial_end_no_sub
U00284,2025-10-30,signup
U00284,2025-10-31,onboarding_complete
U00285,2025-10-21,signup
U00285,2025-10-22,onboarding_complete
U00286,2026-01-20,signup
U00286,2026-01-20,onboarding_complete
U00286,2026-01-31,subscribe
U00287,2025-08-30,signup
U00287,2025-08-30,onboarding_complete
U00287,2025-08-31,trial_start
U00287,2025-09-12,trial_end_no_sub
U00288,2025-11-14,signup
U00288,2025-11-14,onboarding_complete
U00288,2025-11-18,trial_start
U00289,2025-11-08,signup
U00289,2025-11-08,onboarding_complete
U00290,2025-10-27,signup
U00290,2025-10-27,onboarding_complete
U00291,2025-12-27,signup
U00291,2025-12-28,onboarding_complete
U00292,2025-09-19,signup
U00292,2025-09-19,onboarding_complete
U00292,2025-09-21,trial_start
U00292,2025-09-28,trial_end_no_sub
U00293,2026-01-23,signup
U00294,2025-10-01,signup
U00294,2025-10-01,onboarding_complete
U00295,2025-11-09,signup
U00295,2025-11-10,onboarding_complete
U00296,2025-11-04,signup
U00296,2025-11-04,onboarding_complete
U00297,2026-01-04,signup
U00297,2026-01-04,onboarding_complete
U00297,2026-01-06,trial_start
U00298,2025-10-20,signup
U00298,2025-10-21,onboarding_complete
U00298,2025-11-02,subscribe
U00299,2025-09-22,signup
U00299,2025-09-22,onboarding_complete
U00300,2025-08-04,signup
U00300,2025-08-04,onboarding_complete
U00301,2025-10-06,signup
U00301,2025-10-07,onboarding_complete
U00301,2025-10-20,subscribe
U00302,2025-12-31,signup
U00302,2026-01-01,onboarding_complete
U00303,2025-08-02,signup
U00303,2025-08-03,onboarding_complete
U00304,2026-01-12,signup
U00304,2026-01-12,onboarding_complete
U00305,2025-11-08,signup
U00305,2025-11-09,onboarding_complete
U00306,2025-08-26,signup
U00306,2025-08-26,onboarding_complete
U00307,2025-09-25,signup
U00307,2025-09-25,onboarding_complete
U00308,2025-11-10,signup
U00308,2025-11-11,onboarding_complete
U00309,2025-09-28,signup
U00309,2025-09-28,onboarding_complete
U00309,2025-10-02,trial_start
U00309,2025-10-01,subscribe
U00310,2025-08-20,signup
U00310,2025-08-20,onboarding_complete
U00311,2025-12-01,signup
U00311,2025-12-02,onboarding_complete
U00312,2025-12-02,signup
U00312,2025-12-02,onboarding_complete
U00312,2025-12-07,subscribe
U00313,2025-08-22,signup
U00313,2025-09-06,subscribe
U00314,2025-09-21,signup
U00314,2025-09-22,onboarding_complete
U00315,2025-09-14,signup
U00315,2025-10-03,subscribe
U00316,2025-11-30,signup
U00316,2025-11-30,onboarding_complete
U00316,2025-12-17,subscribe
U00317,2025-12-13,signup
U00317,2025-12-13,onboarding_complete
U00317,2025-12-15,trial_start
U00317,2025-12-17,subscribe
U00318,2025-12-12,signup
U00318,2025-12-12,onboarding_complete
U00319,2026-01-20,signup
U00320,2025-12-20,signup
U00320,2025-12-21,onboarding_complete
U00320,2025-12-24,trial_start
U00320,2025-12-26,subscribe
U00321,2025-09-29,signup
U00321,2025-09-30,onboarding_complete
U00321,2025-10-04,subscribe
U00322,2025-08-20,signup
U00322,2025-08-21,onboarding_complete
U00323,2025-11-22,signup
U00324,2026-01-16,signup
U00324,2026-01-16,onboarding_complete
U00324,2026-01-20,subscribe
U00325,2026-01-27,signup
U00326,2025-09-12,signup
U00326,2025-09-13,onboarding_complete
U00327,2025-09-13,signup
U00327,2025-09-25,subscribe
U00328,2025-08-07,signup
U00328,2025-08-08,onboarding_complete
U00329,2025-08-26,signup
U00329,2025-08-27,onboarding_complete
U00330,2025-11-11,signup
U00330,2025-11-11,onboarding_complete
U00330,2025-11-14,subscribe
U00331,2025-11-09,signup
U00331,2025-11-10,onboarding_complete
U00332,2025-10-08,signup
U00332,2025-10-09,onboarding_complete
U00333,2025-09-27,signup
U00333,2025-09-27,onboarding_complete
U00333,2025-09-29,trial_start
U00334,2025-12-31,signup
U00334,2026-01-01,onboarding_complete
U00335,2025-10-24,signup
U00335,2025-10-24,onboarding_complete
U00336,2025-12-27,signup
U00336,2025-12-27,onboarding_complete
U00337,2026-01-25,signup
U00337,2026-01-26,onboarding_complete
U00338,2025-09-28,signup
U00338,2025-09-29,onboarding_complete
U00339,2025-09-07,signup
U00339,2025-09-07,onboarding_complete
U00340,2026-01-23,signup
U00340,2026-01-24,onboarding_complete
U00340,2026-01-25,trial_start
U00340,2026-01-27,subscribe
U00341,2025-11-25,signup
U00342,2025-09-23,signup
U00343,2025-11-23,signup
U00343,2025-11-23,onboarding_complete
U00343,2025-12-15,subscribe
U00344,2025-11-03,signup
U00344,2025-11-04,onboarding_complete
U00344,2025-11-06,trial_start
U00345,2026-01-14,signup
U00345,2026-01-15,onboarding_complete
U00346,2025-09-17,signup
U00346,2025-09-18,onboarding_complete
U00347,2026-01-30,signup
U00348,2026-01-20,signup
U00348,2026-01-20,onboarding_complete
U00349,2025-09-03,signup
U00350,2025-08-31,signup
U00350,2025-09-01,onboarding_complete
U00350,2025-09-01,trial_start
U00351,2025-11-07,signup
U00351,2025-11-07,onboarding_complete
U00352,2025-08-09,signup
U00352,2025-08-10,onboarding_complete
U00352,2025-08-12,trial_start
U00353,2025-09-24,signup
U00353,2025-09-24,onboarding_complete
U00354,2025-10-20,signup
U00354,2025-10-21,onboarding_complete
U00354,2025-10-25,subscribe
U00355,2026-01-26,signup
U00355,2026-01-26,onboarding_complete
U00355,2026-01-29,trial_start
U00355,2026-02-06,trial_end_no_sub
U00356,2026-01-30,signup
U00356,2026-01-31,onboarding_complete
U00357,2025-08-28,signup
U00357,2025-08-29,onboarding_complete
U00357,2025-09-27,subscribe
U00358,2026-01-12,signup
U00358,2026-01-12,onboarding_complete
U00358,2026-01-16,subscribe
U00359,2025-08-17,signup
U00359,2025-08-18,onboarding_complete
U00360,2025-12-16,signup
U00361,2026-01-03,signup
U00361,2026-01-03,onboarding_complete
U00362,2026-01-11,signup
U00362,2026-01-12,onboarding_complete
U00362,2026-01-19,subscribe
U00363,2025-09-11,signup
U00363,2025-09-11,onboarding_complete
U00364,2026-01-12,signup
U00365,2025-08-22,signup
U00365,2025-08-22,onboarding_complete
U00366,2025-11-04,signup
U00366,2025-11-04,onboarding_complete
U00367,2025-10-26,signup
U00367,2025-10-30,subscribe
U00368,2025-09-28,signup
U00369,2025-08-05,signup
U00369,2025-08-05,onboarding_complete
U00370,2025-12-21,signup
U00370,2025-12-21,onboarding_complete
U00370,2026-01-01,subscribe
U00371,2025-10-01,signup
U00371,2025-10-02,onboarding_complete
U00371,2025-10-30,subscribe
U00372,2025-11-30,signup
U00372,2025-12-01,onboarding_complete
U00373,2025-10-15,signup
U00373,2025-10-15,onboarding_complete
U00374,2025-10-08,signup
U00374,2025-10-09,onboarding_complete
U00375,2026-01-11,signup
U00375,2026-01-12,onboarding_complete
U00376,2025-08-18,signup
U00376,2025-09-07,subscribe
U00377,2025-12-14,signup
U00377,2025-12-15,onboarding_complete
U00378,2025-12-16,signup
U00378,2025-12-16,onboarding_complete
U00379,2025-10-09,signup
U00379,2025-10-09,onboarding_complete
U00380,2025-09-18,signup
U00380,2025-09-18,onboarding_complete
U00380,2025-09-23,subscribe
U00381,2025-08-01,signup
U00381,2025-08-02,onboarding_complete
U00382,2026-01-20,signup
U00382,2026-01-20,onboarding_complete
U00382,2026-01-24,trial_start
U00382,2026-01-31,trial_end_no_sub
U00383,2026-01-22,signup
U00383,2026-01-22,onboarding_complete
U00384,2025-09-14,signup
U00384,2025-09-15,onboarding_complete
U00385,2025-08-06,signup
U00385,2025-08-07,onboarding_complete
U00386,2025-08-23,signup
U00386,2025-08-24,onboarding_complete
U00387,2025-08-13,signup
U00387,2025-08-14,onboarding_complete
