user_id,event_name,event_date,device,acquisition_channel
U00024,email_verified,2025-10-07,Android,Paid Search
U00024,profile_completed,2025-10-08,Android,Paid Search
U00024,trial_started,2025-10-09,Android,Paid Search
U00025,signup,2025-10-25,Web,Organic
U00025,email_verified,2025-10-26,Web,Organic
U00025,profile_completed,2025-10-27,Web,Organic
U00025,trial_started,2025-10-28,Web,Organic
U00026,signup,2025-11-08,Android,Paid Social
U00026,email_verified,2025-11-09,Android,Paid Social
U00026,profile_completed,2025-11-10,Android,Paid Social
U00026,trial_started,2025-11-11,Android,Paid Social
U00027,signup,2025-11-28,Web,Organic
U00027,email_verified,2025-11-29,Web,Organic
U00027,profile_completed,2025-11-30,Web,Organic
U00028,signup,2025-11-21,Web,Referral
U00028,email_verified,2025-11-22,Web,Referral
U00028,profile_completed,2025-11-23,Web,Referral
U00029,signup,2025-11-28,Web,Referral
U00029,email_verified,2025-11-29,Web,Referral
U00029,profile_completed,2025-11-30,Web,Referral
U00029,trial_started,2025-12-01,Web,Referral
U00029,subscription_started,2025-12-05,Web,Referral
U00030,signup,2025-10-02,Android,Organic
U00030,email_verified,2025-10-03,Android,Organic
U00030,profile_completed,2025-10-04,Android,Organic
U00030,trial_started,2025-10-05,Android,Organic
U00031,signup,2025-10-17,Web,Organic
U00031,email_verified,2025-10-18,Web,Organic
U00031,profile_completed,2025-10-19,Web,Organic
U00032,signup,2025-11-17,iOS,Paid Search
U00033,signup,2025-10-16,Web,Paid Search
U00033,email_verified,2025-10-17,Web,Paid Search
U00033,profile_completed,2025-10-18,Web,Paid Search
U00034,signup,2025-10-19,Web,Paid Search
U00034,email_verified,2025-10-20,Web,Paid Search
U00034,profile_completed,2025-10-21,Web,Paid Search
U00035,signup,2025-11-09,Web,Paid Search
U00035,email_verified,2025-11-10,Web,Paid Search
U00035,profile_completed,2025-11-11,Web,Paid Search
U00035,trial_started,2025-11-12,Web,Paid Search
U00036,signup,2025-11-29,Android,Organic
U00036,email_verified,2025-11-30,Android,Organic
U00037,signup,2025-10-01,iOS,Organic
U00037,email_verified,2025-10-02,iOS,Organic
U00038,signup,2025-10-09,Android,Paid Search
U00038,email_verified,2025-10-10,Android,Paid Search
U00039,signup,2025-11-23,Android,Paid Social
U00040,signup,2025-10-08,iOS,Organic
U00041,signup,2025-11-17,iOS,Paid Search
U00041,email_verified,2025-11-18,iOS,Paid Search
U00041,profile_completed,2025-11-19,iOS,Paid Search
U00041,trial_started,2025-11-20,iOS,Paid Search
U00041,subscription_started,2025-11-24,iOS,Paid Search
U00042,signup,2025-10-16,iOS,Paid Search
U00043,signup,2025-10-14,Web,Organic
U00043,email_verified,2025-10-15,Web,Organic
U00044,signup,2025-10-17,iOS,Paid Social
U00044,email_verified,2025-10-18,iOS,Paid Social
U00044,profile_completed,2025-10-19,iOS,Paid Social
U00044,trial_started,2025-10-20,iOS,Paid Social
U00045,signup,2025-11-07,Web,Paid Search
U00045,email_verified,2025-11-08,Web,Paid Search
U00046,signup,2025-10-30,iOS,Paid Social
U00046,email_verified,2025-10-31,iOS,Paid Social
U00046,profile_completed,2025-11-01,iOS,Paid Social
U00047,signup,2025-10-04,Web,Paid Search
U00047,email_verified,2025-10-05,Web,Paid Search
U00047,profile_completed,2025-10-06,Web,Paid Search
U00047,trial_started,2025-10-07,Web,Paid Search
U00048,signup,2025-11-04,Android,Referral
U00048,email_verified,2025-11-05,Android,Referral
U00049,signup,2025-10-31,Web,Paid Search
U00050,signup,2025-10-21,Android,Organic
U00050,email_verified,2025-10-22,Android,Organic
U00050,profile_completed,2025-10-23,Android,Organic
U00050,trial_started,2025-10-24,Android,Organic
U00050,subscription_started,2025-10-28,Android,Organic
U00051,signup,2025-10-03,Web,Paid Social
U00051,email_verified,2025-10-04,Web,Paid Social
U00051,profile_completed,2025-10-05,Web,Paid Social
U00052,signup,2025-10-27,Android,Organic
U00052,email_verified,2025-10-28,Android,Organic
U00052,profile_completed,2025-10-29,Android,Organic
U00053,signup,2025-11-08,Web,Paid Social
U00053,email_verified,2025-11-09,Web,Paid Social
U00054,signup,2025-10-13,Android,Paid Social
U00054,email_verified,2025-10-14,Android,Paid Social
U00054,profile_completed,2025-10-15,Android,Paid Social
U00055,signup,2025-11-15,Web,Organic
U00056,signup,2025-10-28,Android,Organic
U00056,email_verified,2025-10-29,Android,Organic
U00056,profile_completed,2025-10-30,Android,Organic
U00057,signup,2025-10-22,Web,Organic
U00057,email_verified,2025-10-23,Web,Organic
U00057,profile_completed,2025-10-24,Web,Organic
U00057,trial_started,2025-10-25,Web,Organic
U00058,signup,2025-11-02,Web,Organic
U00059,signup,2025-11-08,Web,Referral
U00059,email_verified,2025-11-09,Web,Referral
U00059,profile_completed,2025-11-10,Web,Referral
U00059,trial_started,2025-11-11,Web,Referral
U00060,signup,2025-10-13,iOS,Paid Social
U00061,signup,2025-11-25,iOS,Organic
U00061,email_verified,2025-11-26,iOS,Organic
U00061,profile_completed,2025-11-27,iOS,Organic
U00061,trial_started,2025-11-28,iOS,Organic
U00061,subscription_started,2025-12-02,iOS,Organic
U00062,signup,2025-10-09,Android,Paid Social
U00062,email_verified,2025-10-10,Android,Paid Social
U00062,profile_completed,2025-10-11,Android,Paid Social
U00063,signup,2025-11-23,Web,Organic
U00063,email_verified,2025-11-24,Web,Organic
U00063,profile_completed,2025-11-25,Web,Organic
U00063,trial_started,2025-11-26,Web,Organic
U00064,signup,2025-10-22,iOS,Paid Search
U00064,email_verified,2025-10-23,iOS,Paid Search
U00064,profile_completed,2025-10-24,iOS,Paid Search
U00064,trial_started,2025-10-25,iOS,Paid Search
U00064,subscription_started,2025-10-29,iOS,Paid Search
U00065,signup,2025-10-28,Web,Organic
U00065,email_verified,2025-10-29,Web,Organic
U00065,profile_completed,2025-10-30,Web,Organic
U00066,signup,2025-10-26,iOS,Paid Search
U00067,signup,2025-10-30,Android,Organic
U00067,email_verified,2025-10-31,Android,Organic
U00067,profile_completed,2025-11-01,Android,Organic
U00068,signup,2025-10-10,Android,Organic
U00068,email_verified,2025-10-11,Android,Organic
U00068,profile_completed,2025-10-12,Android,Organic
U00069,signup,2025-10-24,iOS,Organic
U00070,signup,2025-11-01,Android,Paid Social
U00071,signup,2025-11-29,iOS,Organic
U00071,email_verified,2025-11-30,iOS,Organic
U00072,signup,2025-10-01,Android,Paid Search
U00073,signup,2025-10-13,Android,Organic
U00073,email_verified,2025-10-14,Android,Organic
U00073,profile_completed,2025-10-15,Android,Organic
U00073,trial_started,2025-10-16,Android,Organic
U00074,signup,2025-10-29,Web,Paid Search
U00075,signup,2025-11-10,Web,Paid Social
U00075,email_verified,2025-11-11,Web,Paid Social
U00075,profile_completed,2025-11-12,Web,Paid Social
U00075,trial_started,2025-11-13,Web,Paid Social
U00076,signup,2025-11-26,Web,Paid Search
U00076,email_verified,2025-11-27,Web,Paid Search
U00076,profile_completed,2025-11-28,Web,Paid Search
U00076,trial_started,2025-11-29,Web,Paid Search
U00077,signup,2025-11-18,iOS,Organic
U00078,signup,2025-11-06,Web,Referral
U00078,email_verified,2025-11-07,Web,Referral
U00078,profile_completed,2025-11-08,Web,Referral
U00079,signup,2025-11-18,Web,Organic
U00079,email_verified,2025-11-19,Web,Organic
U00080,signup,2025-11-18,Web,Paid Social
U00080,email_verified,2025-11-19,Web,Paid Social
U00081,signup,2025-10-28,Android,Organic
U00082,signup,2025-11-16,Android,Paid Search
U00082,email_verified,2025-11-17,Android,Paid Search
U00082,profile_completed,2025-11-18,Android,Paid Search
U00083,signup,2025-11-22,iOS,Organic
U00084,signup,2025-11-11,iOS,Organic
U00085,signup,2025-11-04,Android,Organic
U00086,signup,2025-10-12,Web,Organic
U00086,email_verified,2025-10-13,Web,Organic
U00087,signup,2025-11-15,Android,Paid Social
U00087,email_verified,2025-11-16,Android,Paid Social
U00087,profile_completed,2025-11-17,Android,Paid Social
U00088,signup,2025-11-06,iOS,Organic
U00088,email_verified,2025-11-07,iOS,Organic
U00088,profile_completed,2025-11-08,iOS,Organic
U00089,signup,2025-10-07,Android,Organic
U00090,signup,2025-10-31,iOS,Organic
U00090,email_verified,2025-11-01,iOS,Organic
U00090,profile_completed,2025-11-02,iOS,Organic
U00091,signup,2025-10-03,Web,Organic
U00091,email_verified,2025-10-04,Web,Organic
U00091,profile_completed,2025-10-05,Web,Organic
U00091,trial_started,2025-10-06,Web,Organic
U00092,signup,2025-11-08,iOS,Paid Social
U00092,email_verified,2025-11-09,iOS,Paid Social
U00092,profile_completed,2025-11-10,iOS,Paid Social
U00093,signup,2025-11-25,Web,Organic
U00093,email_verified,2025-11-26,Web,Organic
U00093,profile_completed,2025-11-27,Web,Organic
U00094,signup,2025-11-16,Android,Paid Search
U00095,signup,2025-11-06,iOS,Referral
U00095,email_verified,2025-11-07,iOS,Referral
U00095,profile_completed,2025-11-08,iOS,Referral
U00095,trial_started,2025-11-09,iOS,Referral
U00095,subscription_started,2025-11-13,iOS,Referral
U00096,signup,2025-10-01,Web,Organic
U00096,email_verified,2025-10-02,Web,Organic
U00096,profile_completed,2025-10-03,Web,Organic
U00097,signup,2025-11-01,Web,Organic
U00097,email_verified,2025-11-02,Web,Organic
U00097,profile_completed,2025-11-03,Web,Organic
U00097,trial_started,2025-11-04,Web,Organic
U00097,subscription_started,2025-11-08,Web,Organic
U00098,signup,2025-10-08,Web,Paid Search
U00098,email_verified,2025-10-09,Web,Paid Search
U00098,profile_completed,2025-10-10,Web,Paid Search
U00098,trial_started,2025-10-11,Web,Paid Search
U00099,signup,2025-10-17,Android,Paid Search
U00099,email_verified,2025-10-18,Android,Paid Search
U00099,profile_completed,2025-10-19,Android,Paid Search
U00100,signup,2025-11-04,Web,Organic
U00101,signup,2025-11-16,Android,Paid Social
U00102,signup,2025-11-28,Web,Paid Social
U00102,email_verified,2025-11-29,Web,Paid Social
U00102,profile_completed,2025-11-30,Web,Paid Social
U00102,trial_started,2025-12-01,Web,Paid Social
U00103,signup,2025-10-21,Android,Organic
U00103,email_verified,2025-10-22,Android,Organic
U00103,profile_completed,2025-10-23,Android,Organic
U00104,signup,2025-11-10,iOS,Organic
U00104,email_verified,2025-11-11,iOS,Organic
U00104,profile_completed,2025-11-12,iOS,Organic
U00104,trial_started,2025-11-13,iOS,Organic
U00105,signup,2025-11-07,Android,Referral
U00106,signup,2025-10-10,iOS,Paid Social
U00107,signup,2025-11-15,Web,Paid Search
U00107,email_verified,2025-11-16,Web,Paid Search
U00107,profile_completed,2025-11-17,Web,Paid Search
U00107,trial_started,2025-11-18,Web,Paid Search
U00108,signup,2025-10-31,iOS,Organic
U00108,email_verified,2025-11-01,iOS,Organic
U00108,profile_completed,2025-11-02,iOS,Organic
U00108,trial_started,2025-11-03,iOS,Organic
U00109,signup,2025-11-23,iOS,Paid Social
U00110,signup,2025-10-17,Web,Paid Social
U00110,email_verified,2025-10-18,Web,Paid Social
U00110,profile_completed,2025-10-19,Web,Paid Social
U00111,signup,2025-11-20,iOS,Paid Social
U00112,signup,2025-11-19,iOS,Referral
U00112,email_verified,2025-11-20,iOS,Referral
U00112,profile_completed,2025-11-21,iOS,Referral
U00112,trial_started,2025-11-22,iOS,Referral
U00113,signup,2025-10-24,Web,Paid Search
U00114,signup,2025-10-17,Web,Paid Search
U00115,signup,2025-10-10,Web,Referral
U00116,signup,2025-10-06,Web,Organic
U00116,email_verified,2025-10-07,Web,Organic
U00116,profile_completed,2025-10-08,Web,Organic
U00117,signup,2025-11-26,Web,Organic
U00117,email_verified,2025-11-27,Web,Organic
U00117,profile_completed,2025-11-28,Web,Organic
U00117,trial_started,2025-11-29,Web,Organic
U00118,signup,2025-10-25,Web,Paid Search
U00119,signup,2025-11-19,Web,Paid Search
U00119,email_verified,2025-11-20,Web,Paid Search
U00119,profile_completed,2025-11-21,Web,Paid Search
U00120,signup,2025-10-22,Web,Organic
U00120,email_verified,2025-10-23,Web,Organic
U00120,profile_completed,2025-10-24,Web,Organic
U00120,trial_started,2025-10-25,Web,Organic
U00120,subscription_started,2025-10-29,Web,Organic
U00121,signup,2025-11-14,Web,Paid Search
U00121,email_verified,2025-11-15,Web,Paid Search
U00121,profile_completed,2025-11-16,Web,Paid Search
U00121,trial_started,2025-11-17,Web,Paid Search
U00122,signup,2025-11-17,iOS,Organic
U00122,email_verified,2025-11-18,iOS,Organic
U00122,profile_completed,2025-11-19,iOS,Organic
U00123,signup,2025-10-15,iOS,Organic
U00123,email_verified,2025-10-16,iOS,Organic
U00124,signup,2025-10-14,Web,Paid Social
U00124,email_verified,2025-10-15,Web,Paid Social
U00125,signup,2025-10-07,Web,Organic
U00125,email_verified,2025-10-08,Web,Organic
U00126,signup,2025-10-18,iOS,Organic
U00126,email_verified,2025-10-19,iOS,Organic
U00126,profile_completed,2025-10-20,iOS,Organic
U00126,trial_started,2025-10-21,iOS,Organic
U00126,subscription_started,2025-10-25,iOS,Organic
U00127,signup,2025-11-26,Web,Organic
U00128,signup,2025-10-25,Web,Paid Search
U00129,signup,2025-10-03,iOS,Paid Search
U00129,email_verified,2025-10-04,iOS,Paid Search
U00129,profile_completed,2025-10-05,iOS,Paid Search
U00129,trial_started,2025-10-06,iOS,Paid Search
U00130,signup,2025-11-13,iOS,Paid Search
U00130,email_verified,2025-11-14,iOS,Paid Search
U00130,profile_completed,2025-11-15,iOS,Paid Search
U00130,trial_started,2025-11-16,iOS,Paid Search
U00131,signup,2025-11-14,iOS,Organic
U00131,email_verified,2025-11-15,iOS,Organic
U00132,signup,2025-10-06,Web,Organic
U00132,email_verified,2025-10-07,Web,Organic
U00132,profile_completed,2025-10-08,Web,Organic
U00132,trial_started,2025-10-09,Web,Organic
U00132,subscription_started,2025-10-13,Web,Organic
U00133,signup,2025-11-24,Web,Paid Social
U00133,email_verified,2025-11-25,Web,Paid Social
U00133,profile_completed,2025-11-26,Web,Paid Social
U00134,signup,2025-10-20,Android,Paid Social
U00135,signup,2025-11-18,Android,Paid Social
U00135,email_verified,2025-11-19,Android,Paid Social
U00136,signup,2025-10-11,Android,Paid Social
U00136,email_verified,2025-10-12,Android,Paid Social
U00136,profile_completed,2025-10-13,Android,Paid Social
U00137,signup,2025-10-19,Web,Organic
U00137,email_verified,2025-10-20,Web,Organic
U00138,signup,2025-10-14,iOS,Paid Social
U00138,email_verified,2025-10-15,iOS,Paid Social
U00138,profile_completed,2025-10-16,iOS,Paid Social
U00138,trial_started,2025-10-17,iOS,Paid Social
U00139,signup,2025-11-19,iOS,Organic
U00139,email_verified,2025-11-20,iOS,Organic
U00139,profile_completed,2025-11-21,iOS,Organic
U00139,trial_started,2025-11-22,iOS,Organic
U00139,subscription_started,2025-11-26,iOS,Organic
U00140,signup,2025-11-06,iOS,Organic
U00140,email_verified,2025-11-07,iOS,Organic
U00140,profile_completed,2025-11-08,iOS,Organic
U00140,trial_started,2025-11-09,iOS,Organic
U00141,signup,2025-10-05,iOS,Organic
U00142,signup,2025-11-25,Android,Organic
U00143,signup,2025-10-01,Web,Organic
U00143,email_verified,2025-10-02,Web,Organic
U00143,profile_completed,2025-10-03,Web,Organic
U00144,signup,2025-10-14,Web,Paid Social
U00145,signup,2025-10-19,Android,Organic
U00145,email_verified,2025-10-20,Android,Organic
U00145,profile_completed,2025-10-21,Android,Organic
U00145,trial_started,2025-10-22,Android,Organic
U00146,signup,2025-11-08,Web,Paid Social
U00146,email_verified,2025-11-09,Web,Paid Social
U00147,signup,2025-10-15,iOS,Paid Search
U00147,email_verified,2025-10-16,iOS,Paid Search
U00147,profile_completed,2025-10-17,iOS,Paid Search
U00147,trial_started,2025-10-18,iOS,Paid Search
U00148,signup,2025-11-08,Web,Organic
U00148,email_verified,2025-11-09,Web,Organic
U00149,signup,2025-11-21,iOS,Organic
U00150,signup,2025-11-08,iOS,Paid Search
U00150,email_verified,2025-11-09,iOS,Paid Search
U00151,signup,2025-10-27,iOS,Paid Social
U00151,email_verified,2025-10-28,iOS,Paid Social
U00151,profile_completed,2025-10-29,iOS,Paid Social
U00151,trial_started,2025-10-30,iOS,Paid Social
U00152,signup,2025-11-07,Android,Organic
U00152,email_verified,2025-11-08,Android,Organic
U00152,profile_completed,2025-11-09,Android,Organic
U00152,trial_started,2025-11-10,Android,Organic
U00153,signup,2025-10-29,iOS,Paid Search
U00153,email_verified,2025-10-30,iOS,Paid Search
U00154,signup,2025-11-20,iOS,Paid Search
U00154,email_verified,2025-11-21,iOS,Paid Search
U00155,signup,2025-10-10,iOS,Paid Social
U00155,email_verified,2025-10-11,iOS,Paid Social
U00155,profile_completed,2025-10-12,iOS,Paid Social
U00155,trial_started,2025-10-13,iOS,Paid Social
U00155,subscription_started,2025-10-17,iOS,Paid Social
U00156,signup,2025-11-09,iOS,Referral
U00156,email_verified,2025-11-10,iOS,Referral
U00156,profile_completed,2025-11-11,iOS,Referral
U00156,trial_started,2025-11-12,iOS,Referral
U00157,signup,2025-10-04,Android,Paid Search
U00158,signup,2025-11-18,Web,Paid Search
U00158,email_verified,2025-11-19,Web,Paid Search
U00158,profile_completed,2025-11-20,Web,Paid Search
U00158,trial_started,2025-11-21,Web,Paid Search
U00159,signup,2025-10-23,Android,Referral
U00159,email_verified,2025-10-24,Android,Referral
U00159,profile_completed,2025-10-25,Android,Referral
U00159,trial_started,2025-10-26,Android,Referral
U00159,subscription_started,2025-10-30,Android,Referral
U00160,signup,2025-11-23,Android,Organic
U00160,email_verified,2025-11-24,Android,Organic
U00160,profile_completed,2025-11-25,Android,Organic
U00160,trial_started,2025-11-26,Android,Organic
U00160,subscription_started,2025-11-30,Android,Organic
U00161,signup,2025-11-22,Web,Paid Social
U00161,email_verified,2025-11-23,Web,Paid Social
U00161,profile_completed,2025-11-24,Web,Paid Social
U00161,trial_started,2025-11-25,Web,Paid Social
U00162,signup,2025-10-27,Android,Paid Search
U00162,email_verified,2025-10-28,Android,Paid Search
U00162,profile_completed,2025-10-29,Android,Paid Search
U00162,trial_started,2025-10-30,Android,Paid Search
U00163,signup,2025-10-07,Web,Organic
U00163,email_verified,2025-10-08,Web,Organic
U00163,profile_completed,2025-10-09,Web,Organic
U00163,trial_started,2025-10-10,Web,Organic
U00164,signup,2025-11-19,Web,Organic
U00164,email_verified,2025-11-20,Web,Organic
U00164,profile_completed,2025-11-21,Web,Organic
U00165,signup,2025-10-28,Web,Paid Search
U00165,email_verified,2025-10-29,Web,Paid Search
U00165,profile_completed,2025-10-30,Web,Paid Search
U00165,trial_started,2025-10-31,Web,Paid Search
U00165,subscription_started,2025-11-04,Web,Paid Search
U00166,signup,2025-11-25,Web,Paid Search
U00167,signup,2025-11-14,Web,Organic
U00167,email_verified,2025-11-15,Web,Organic
U00168,signup,2025-11-20,iOS,Organic
U00168,email_verified,2025-11-21,iOS,Organic
U00168,profile_completed,2025-11-22,iOS,Organic
U00168,trial_started,2025-11-23,iOS,Organic
U00168,subscription_started,2025-11-27,iOS,Organic
U00169,signup,2025-10-01,iOS,Organic
U00169,email_verified,2025-10-02,iOS,Organic
U00169,profile_completed,2025-10-03,iOS,Organic
U00170,signup,2025-11-03,Web,Paid Social
U00170,email_verified,2025-11-04,Web,Paid Social
U00170,profile_completed,2025-11-05,Web,Paid Social
U00170,trial_started,2025-11-06,Web,Paid Social
U00171,signup,2025-11-24,iOS,Organic
U00171,email_verified,2025-11-25,iOS,Organic
U00171,profile_completed,2025-11-26,iOS,Organic
U00171,trial_started,2025-11-27,iOS,Organic
U00172,signup,2025-11-20,Web,Paid Search
U00172,email_verified,2025-11-21,Web,Paid Search
U00172,profile_completed,2025-11-22,Web,Paid Search
U00172,trial_started,2025-11-23,Web,Paid Search
U00172,subscription_started,2025-11-27,Web,Paid Search
U00173,signup,2025-11-12,iOS,Paid Social
U00174,signup,2025-10-14,Android,Organic
U00174,email_verified,2025-10-15,Android,Organic
U00175,signup,2025-10-23,Web,Organic
U00176,signup,2025-10-29,Web,Paid Social
U00176,email_verified,2025-10-30,Web,Paid Social
U00177,signup,2025-11-11,Android,Organic
U00178,signup,2025-10-20,Web,Organic
U00178,email_verified,2025-10-21,Web,Organic
U00178,profile_completed,2025-10-22,Web,Organic
U00178,trial_started,2025-10-23,Web,Organic
U00179,signup,2025-10-22,Web,Referral
U00180,signup,2025-11-28,Web,Paid Search
U00181,signup,2025-11-20,iOS,Paid Search
U00181,email_verified,2025-11-21,iOS,Paid Search
U00182,signup,2025-10-09,iOS,Paid Search
U00182,email_verified,2025-10-10,iOS,Paid Search
U00183,signup,2025-11-14,Android,Paid Search
U00183,email_verified,2025-11-15,Android,Paid Search
U00183,profile_completed,2025-11-16,Android,Paid Search
U00184,signup,2025-11-10,iOS,Paid Social
U00184,email_verified,2025-11-11,iOS,Paid Social
U00184,profile_completed,2025-11-12,iOS,Paid Social
U00185,signup,2025-11-11,Android,Organic
U00185,email_verified,2025-11-12,Android,Organic
U00185,profile_completed,2025-11-13,Android,Organic
U00185,trial_started,2025-11-14,Android,Organic
U00186,signup,2025-11-22,Web,Paid Search
U00186,email_verified,2025-11-23,Web,Paid Search
U00187,signup,2025-11-27,Web,Organic
U00187,email_verified,2025-11-28,Web,Organic
U00187,profile_completed,2025-11-29,Web,Organic
U00188,signup,2025-11-20,Web,Organic
U00188,email_verified,2025-11-21,Web,Organic
U00188,profile_completed,2025-11-22,Web,Organic
U00188,trial_started,2025-11-23,Web,Organic
U00188,subscription_started,2025-11-27,Web,Organic
U00189,signup,2025-11-04,iOS,Organic
U00190,signup,2025-10-22,Web,Referral
U00190,email_verified,2025-10-23,Web,Referral
U00190,profile_completed,2025-10-24,Web,Referral
U00190,trial_started,2025-10-25,Web,Referral
U00190,subscription_started,2025-10-29,Web,Referral
U00191,signup,2025-11-28,iOS,Organic
U00191,email_verified,2025-11-29,iOS,Organic
U00191,profile_completed,2025-11-30,iOS,Organic
U00192,signup,2025-10-17,Web,Organic
U00192,email_verified,2025-10-18,Web,Organic
U00193,signup,2025-11-04,iOS,Paid Search
U00194,signup,2025-10-30,iOS,Paid Search
U00194,email_verified,2025-10-31,iOS,Paid Search
U00194,profile_completed,2025-11-01,iOS,Paid Search
U00194,trial_started,2025-11-02,iOS,Paid Search
U00195,signup,2025-11-26,Android,Paid Social
U00195,email_verified,2025-11-27,Android,Paid Social
U00195,profile_completed,2025-11-28,Android,Paid Social
U00195,trial_started,2025-11-29,Android,Paid Social
U00196,signup,2025-10-23,iOS,Paid Social
U00196,email_verified,2025-10-24,iOS,Paid Social
U00196,profile_completed,2025-10-25,iOS,Paid Social
U00197,signup,2025-11-28,Android,Paid Search
U00198,signup,2025-10-10,Android,Organic
U00198,email_verified,2025-10-11,Android,Organic
U00199,signup,2025-10-07,iOS,Paid Search
U00199,email_verified,2025-10-08,iOS,Paid Search
U00199,profile_completed,2025-10-09,iOS,Paid Search
U00199,trial_started,2025-10-10,iOS,Paid Search
U00200,signup,2025-10-18,Android,Referral
U00200,email_verified,2025-10-19,Android,Referral
U00200,profile_completed,2025-10-20,Android,Referral
U00200,trial_started,2025-10-21,Android,Referral
U00201,signup,2025-10-24,iOS,Paid Search
U00201,email_verified,2025-10-25,iOS,Paid Search
U00201,profile_completed,2025-10-26,iOS,Paid Search
U00201,trial_started,2025-10-27,iOS,Paid Search
U00202,signup,2025-11-13,Web,Paid Social
U00202,email_verified,2025-11-14,Web,Paid Social
U00203,signup,2025-10-13,iOS,Paid Search
U00203,email_verified,2025-10-14,iOS,Paid Search
U00204,signup,2025-11-24,iOS,Organic
U00204,email_verified,2025-11-25,iOS,Organic
U00205,signup,2025-10-18,Web,Organic
U00206,signup,2025-11-21,iOS,Referral
U00206,email_verified,2025-11-22,iOS,Referral
U00206,profile_completed,2025-11-23,iOS,Referral
U00206,trial_started,2025-11-24,iOS,Referral
U00207,signup,2025-11-26,iOS,Organic
U00208,signup,2025-10-05,Web,Paid Search
U00208,email_verified,2025-10-06,Web,Paid Search
U00208,profile_completed,2025-10-07,Web,Paid Search
U00208,trial_started,2025-10-08,Web,Paid Search
U00208,subscription_started,2025-10-12,Web,Paid Search
U00209,signup,2025-11-06,Android,Paid Social
U00209,email_verified,2025-11-07,Android,Paid Social
U00209,profile_completed,2025-11-08,Android,Paid Social
U00210,signup,2025-10-24,Web,Organic
U00210,email_verified,2025-10-25,Web,Organic
U00211,signup,2025-11-29,iOS,Organic
U00211,email_verified,2025-11-30,iOS,Organic
U00212,signup,2025-10-13,Android,Paid Search
U00213,signup,2025-10-08,iOS,Organic
U00214,signup,2025-11-14,iOS,Paid Search
U00214,email_verified,2025-11-15,iOS,Paid Search
U00214,profile_completed,2025-11-16,iOS,Paid Search
U00214,trial_started,2025-11-17,iOS,Paid Search
U00214,subscription_started,2025-11-21,iOS,Paid Search
U00215,signup,2025-10-05,Android,Paid Social
U00215,email_verified,2025-10-06,Android,Paid Social
U00216,signup,2025-11-27,Android,Referral
U00216,email_verified,2025-11-28,Android,Referral
U00216,profile_completed,2025-11-29,Android,Referral
