user_id,revenue_date,plan,monthly_revenue
U00021,2024-06-29,Pro,35
U00021,2024-07-29,Pro,35
U00021,2024-08-29,Pro,35
U00021,2024-09-29,Pro,35
U00021,2024-10-29,Pro,35
U00021,2024-09-17,Enterprise,99
U00021,2024-10-17,Enterprise,99
U00021,2024-11-17,Enterprise,99
U00021,2024-12-17,Enterprise,99
U00021,2025-01-17,Enterprise,99
U00021,2025-02-17,Enterprise,99
U00021,2025-03-17,Enterprise,99
U00021,2025-04-17,Enterprise,99
U00022,2024-12-01,Basic,15
U00022,2025-01-01,Basic,15
U00022,2025-02-01,Basic,15
U00022,2025-03-01,Basic,15
U00022,2025-04-01,Basic,15
U00022,2025-05-01,Basic,15
U00022,2025-04-17,Pro,35
U00022,2025-05-17,Pro,35
U00024,2025-03-29,Basic,15
U00024,2025-04-29,Basic,15
U00024,2025-05-29,Basic,15
U00024,2025-06-29,Basic,15
U00024,2025-07-29,Basic,15
U00024,2025-08-29,Basic,15
U00024,2025-09-29,Basic,15
U00024,2025-10-29,Basic,15
U00024,2025-11-29,Basic,15
U00025,2025-02-19,Basic,15
U00025,2025-03-19,Basic,15
U00025,2025-04-19,Basic,15
U00025,2025-05-19,Basic,15
U00025,2025-06-19,Basic,15
U00025,2025-07-19,Basic,15
U00025,2025-08-19,Basic,15
U00025,2025-09-19,Basic,15
U00025,2025-10-19,Basic,15
U00025,2025-11-19,Basic,15
U00025,2025-12-19,Basic,15
U00025,2025-05-27,Pro,35
U00025,2025-06-27,Pro,35
U00025,2025-07-27,Pro,35
U00025,2025-08-27,Pro,35
U00025,2025-09-27,Pro,35
U00025,2025-10-27,Pro,35
U00025,2025-11-27,Pro,35
U00025,2025-12-27,Pro,35
U00025,2026-01-27,Pro,35
U00028,2024-06-19,Pro,35
U00028,2024-07-19,Pro,35
U00028,2024-08-19,Pro,35
U00028,2024-09-19,Pro,35
U00028,2024-10-19,Pro,35
U00028,2024-11-19,Pro,35
U00028,2024-12-19,Pro,35
U00028,2025-01-19,Pro,35
U00028,2025-02-19,Pro,35
U00028,2025-03-19,Pro,35
U00028,2025-04-19,Pro,35
U00029,2024-04-01,Basic,15
U00029,2024-05-01,Basic,15
U00029,2024-06-01,Basic,15
U00029,2024-07-01,Basic,15
U00029,2024-08-01,Basic,15
U00029,2024-09-01,Basic,15
U00029,2024-10-01,Basic,15
U00029,2024-11-01,Basic,15
U00029,2024-12-01,Basic,15
U00029,2025-01-01,Basic,15
U00029,2025-02-01,Basic,15
U00032,2024-07-20,Pro,35
U00032,2024-08-20,Pro,35
U00032,2024-09-20,Pro,35
U00032,2024-10-20,Pro,35
U00032,2024-11-20,Pro,35
U00032,2024-12-20,Pro,35
U00032,2025-01-20,Pro,35
U00032,2025-02-20,Pro,35
U00032,2025-03-20,Pro,35
U00032,2025-04-20,Pro,35
U00032,2025-05-20,Pro,35
U00033,2024-09-26,Basic,15
U00033,2024-10-26,Basic,15
U00033,2024-11-26,Basic,15
U00033,2025-02-12,Pro,35
U00033,2025-03-12,Pro,35
U00033,2025-04-12,Pro,35
U00033,2025-05-12,Pro,35
U00033,2025-06-12,Pro,35
U00033,2025-07-12,Pro,35
U00033,2025-08-12,Pro,35
U00033,2025-09-12,Pro,35
U00033,2025-10-12,Pro,35
U00033,2025-11-12,Pro,35
U00033,2025-12-12,Pro,35
U00033,2025-06-24,Enterprise,99
U00033,2025-07-24,Enterprise,99
U00033,2025-08-24,Enterprise,99
U00033,2025-09-24,Enterprise,99
U00037,2024-07-26,Basic,15
U00037,2024-08-26,Basic,15
U00037,2024-09-26,Basic,15
U00037,2024-10-26,Basic,15
U00037,2024-11-26,Basic,15
U00038,2024-06-01,Basic,15
U00038,2024-07-01,Basic,15
U00041,2025-04-17,Basic,15
U00041,2025-05-17,Basic,15
U00041,2025-06-17,Basic,15
U00041,2025-07-17,Basic,15
U00041,2025-08-17,Basic,15
U00042,2025-02-10,Basic,15
U00042,2025-03-10,Basic,15
U00042,2025-04-10,Basic,15
U00042,2025-05-10,Basic,15
U00042,2025-06-10,Basic,15
U00042,2025-07-10,Basic,15
U00042,2025-03-15,Pro,35
U00042,2025-04-15,Pro,35
U00042,2025-05-15,Pro,35
U00042,2025-06-15,Pro,35
U00044,2024-03-03,Basic,15
U00044,2024-04-03,Basic,15
U00044,2024-05-03,Basic,15
U00044,2024-06-03,Basic,15
U00044,2024-07-03,Basic,15
U00044,2024-08-03,Basic,15
U00044,2024-09-03,Basic,15
U00044,2024-10-03,Basic,15
U00044,2024-11-03,Basic,15
U00044,2024-12-03,Basic,15
U00044,2025-01-03,Basic,15
U00044,2024-05-07,Pro,35
U00044,2024-06-07,Pro,35
U00044,2024-07-07,Pro,35
U00045,2024-03-21,Basic,15
U00045,2024-04-21,Basic,15
U00045,2024-05-21,Basic,15
U00045,2024-06-21,Basic,15
U00045,2024-07-21,Basic,15
U00045,2024-08-21,Basic,15
U00045,2024-09-21,Basic,15
U00048,2024-01-28,Basic,15
U00048,2024-02-28,Basic,15
U00048,2024-03-28,Basic,15
U00048,2024-04-28,Basic,15
U00048,2024-05-28,Basic,15
U00048,2024-06-28,Basic,15
U00048,2024-07-28,Basic,15
U00048,2024-08-28,Basic,15
U00048,2024-09-28,Basic,15
U00049,2025-02-23,Basic,15
U00049,2025-03-23,Basic,15
U00049,2025-04-23,Basic,15
U00049,2025-05-23,Basic,15
U00049,2025-06-23,Basic,15
U00049,2025-07-23,Basic,15
U00049,2025-08-23,Basic,15
U00049,2025-09-23,Basic,15
U00050,2024-03-06,Pro,35
U00050,2024-04-06,Pro,35
U00051,2024-04-28,Pro,35
U00051,2024-05-28,Pro,35
U00051,2024-06-28,Pro,35
U00051,2024-07-28,Pro,35
U00051,2024-08-28,Pro,35
U00051,2024-08-11,Enterprise,99
U00051,2024-09-11,Enterprise,99
U00051,2024-10-11,Enterprise,99
U00051,2024-11-11,Enterprise,99
U00052,2024-05-08,Pro,35
U00052,2024-06-08,Pro,35
U00052,2024-07-08,Pro,35
U00052,2024-08-08,Pro,35
U00052,2024-09-08,Pro,35
U00052,2024-10-08,Pro,35
U00052,2024-11-08,Pro,35
U00052,2024-06-23,Enterprise,99
U00052,2024-07-23,Enterprise,99
U00052,2024-08-23,Enterprise,99
U00052,2024-09-23,Enterprise,99
U00052,2024-10-23,Enterprise,99
U00052,2024-11-23,Enterprise,99
U00052,2024-12-23,Enterprise,99
U00052,2025-01-23,Enterprise,99
U00052,2025-02-23,Enterprise,99
U00052,2025-03-23,Enterprise,99
U00053,2024-08-01,Pro,35
U00053,2024-09-01,Pro,35
U00053,2024-10-01,Pro,35
U00053,2024-11-01,Pro,35
U00053,2024-12-01,Pro,35
U00053,2025-01-01,Pro,35
U00053,2025-02-01,Pro,35
U00053,2025-03-01,Pro,35
U00053,2025-04-01,Pro,35
U00053,2025-05-01,Pro,35
U00054,2024-12-11,Basic,15
U00054,2025-01-11,Basic,15
U00054,2025-02-11,Basic,15
U00054,2025-03-11,Basic,15
U00054,2025-04-11,Basic,15
U00054,2025-05-11,Basic,15
U00054,2025-06-11,Basic,15
U00054,2025-07-11,Basic,15
U00055,2024-05-10,Basic,15
U00055,2024-06-10,Basic,15
U00055,2024-07-10,Basic,15
U00055,2024-08-10,Basic,15
U00055,2024-09-10,Basic,15
U00055,2024-10-10,Basic,15
U00055,2024-11-10,Basic,15
U00055,2024-12-10,Basic,15
U00055,2025-01-10,Basic,15
U00055,2025-02-10,Basic,15
U00060,2024-11-29,Pro,35
U00060,2024-12-29,Pro,35
U00060,2025-01-29,Pro,35
U00060,2025-02-28,Pro,35
U00060,2025-03-29,Pro,35
U00060,2025-04-29,Pro,35
U00060,2025-05-29,Pro,35
U00060,2025-06-29,Pro,35
U00060,2025-07-29,Pro,35
U00060,2025-04-18,Enterprise,99
U00060,2025-05-18,Enterprise,99
U00060,2025-06-18,Enterprise,99
U00060,2025-07-18,Enterprise,99
U00060,2025-08-18,Enterprise,99
U00060,2025-09-18,Enterprise,99
U00067,2024-10-10,Pro,35
U00067,2024-11-10,Pro,35
U00067,2024-12-10,Pro,35
U00067,2025-01-10,Pro,35
U00067,2025-02-10,Pro,35
U00067,2025-03-10,Pro,35
U00067,2025-04-10,Pro,35
U00067,2025-05-10,Pro,35
U00067,2025-06-10,Pro,35
U00067,2025-07-10,Pro,35
U00071,2024-10-12,Pro,35
U00071,2024-11-12,Pro,35
U00071,2024-12-12,Pro,35
U00071,2025-01-12,Pro,35
U00071,2025-02-12,Pro,35
U00071,2025-03-12,Pro,35
U00071,2025-04-12,Pro,35
U00071,2025-05-12,Pro,35
U00072,2024-05-07,Basic,15
U00072,2024-06-07,Basic,15
U00072,2024-07-07,Basic,15
U00072,2024-08-07,Basic,15
U00072,2024-09-07,Basic,15
U00072,2024-10-07,Basic,15
U00074,2024-12-08,Basic,15
U00074,2025-01-08,Basic,15
U00074,2025-02-08,Basic,15
U00074,2025-03-08,Basic,15
U00074,2025-04-08,Basic,15
U00074,2025-05-08,Basic,15
U00074,2025-06-08,Basic,15
U00074,2025-07-08,Basic,15
U00074,2025-08-08,Basic,15
U00074,2025-03-02,Pro,35
U00074,2025-04-02,Pro,35
U00074,2025-05-02,Pro,35
U00074,2025-06-02,Pro,35
U00074,2025-07-02,Pro,35
U00074,2025-08-02,Pro,35
U00074,2025-09-02,Pro,35
U00074,2025-10-02,Pro,35
U00075,2025-02-10,Pro,35
U00075,2025-03-10,Pro,35
U00075,2025-04-10,Pro,35
U00075,2025-05-10,Pro,35
U00075,2025-06-10,Pro,35
U00075,2025-07-10,Pro,35
U00075,2025-08-10,Pro,35
U00075,2025-09-10,Pro,35
U00075,2025-10-10,Pro,35
U00075,2025-11-10,Pro,35
U00076,2024-08-16,Pro,35
U00076,2024-09-16,Pro,35
U00076,2024-10-16,Pro,35
U00076,2024-11-16,Pro,35
U00076,2024-12-16,Pro,35
U00076,2025-01-16,Pro,35
U00076,2025-02-16,Pro,35
U00076,2025-03-16,Pro,35
U00076,2025-04-16,Pro,35
U00076,2025-05-16,Pro,35
U00076,2025-06-16,Pro,35
U00076,2024-09-30,Enterprise,99
U00076,2024-10-30,Enterprise,99
U00078,2024-07-21,Pro,35
U00078,2024-08-21,Pro,35
U00078,2024-09-21,Pro,35
U00078,2024-10-21,Pro,35
U00078,2024-11-21,Pro,35
U00078,2024-12-21,Pro,35
U00078,2025-01-21,Pro,35
U00078,2025-02-21,Pro,35
U00078,2025-03-21,Pro,35
U00078,2025-04-21,Pro,35
U00079,2024-11-11,Pro,35
U00079,2024-12-11,Pro,35
U00079,2025-01-11,Pro,35
U00079,2025-02-11,Pro,35
U00079,2025-03-11,Pro,35
U00079,2025-04-11,Pro,35
U00079,2025-05-11,Pro,35
U00079,2025-06-11,Pro,35
U00082,2024-08-29,Basic,15
U00082,2024-09-29,Basic,15
U00084,2024-05-02,Pro,35
U00084,2024-06-02,Pro,35
U00085,2025-04-06,Pro,35
U00085,2025-05-06,Pro,35
U00085,2025-06-06,Pro,35
U00085,2025-07-06,Pro,35
U00085,2025-08-06,Pro,35
U00085,2025-09-06,Pro,35
U00089,2024-06-09,Basic,15
U00089,2024-07-09,Basic,15
U00089,2024-08-09,Basic,15
U00089,2024-09-09,Basic,15
U00089,2024-10-09,Basic,15
U00089,2024-11-09,Basic,15
U00089,2024-12-09,Basic,15
U00089,2025-01-09,Basic,15
U00089,2025-02-09,Basic,15
U00089,2024-08-26,Pro,35
U00089,2024-09-26,Pro,35
U00089,2024-10-26,Pro,35
U00089,2024-11-26,Pro,35
U00089,2024-12-26,Pro,35
U00089,2025-01-26,Pro,35
U00089,2025-02-26,Pro,35
U00089,2025-03-26,Pro,35
U00089,2025-04-26,Pro,35
U00089,2025-05-26,Pro,35
U00090,2024-08-11,Pro,35
U00090,2024-09-11,Pro,35
U00090,2024-10-11,Pro,35
U00090,2024-11-11,Pro,35
U00090,2024-12-11,Pro,35
U00090,2025-01-11,Pro,35
U00090,2025-02-11,Pro,35
U00090,2024-11-17,Enterprise,99
U00090,2024-12-17,Enterprise,99
U00090,2025-01-17,Enterprise,99
U00090,2025-02-17,Enterprise,99
U00090,2025-03-17,Enterprise,99
U00090,2025-04-17,Enterprise,99
U00090,2025-05-17,Enterprise,99
U00090,2025-06-17,Enterprise,99
U00090,2025-07-17,Enterprise,99
U00090,2025-08-17,Enterprise,99
U00090,2025-09-17,Enterprise,99
U00091,2024-07-25,Pro,35
U00091,2024-08-25,Pro,35
U00091,2024-09-25,Pro,35
U00091,2024-10-25,Pro,35
U00091,2024-11-25,Pro,35
U00091,2024-12-25,Pro,35
U00091,2025-01-25,Pro,35
U00091,2025-02-25,Pro,35
U00091,2025-03-25,Pro,35
U00093,2024-10-03,Pro,35
U00093,2024-11-03,Pro,35
U00093,2024-12-03,Pro,35
U00093,2025-01-03,Pro,35
U00093,2025-02-03,Pro,35
U00093,2025-03-03,Pro,35
U00093,2025-04-03,Pro,35
U00093,2025-01-18,Enterprise,99
U00093,2025-02-18,Enterprise,99
U00093,2025-03-18,Enterprise,99
U00093,2025-04-18,Enterprise,99
U00093,2025-05-18,Enterprise,99
U00093,2025-06-18,Enterprise,99
U00093,2025-07-18,Enterprise,99
U00096,2024-09-11,Basic,15
U00096,2024-10-11,Basic,15
U00096,2024-11-11,Basic,15
U00096,2024-12-11,Basic,15
U00096,2025-01-11,Basic,15
U00098,2024-08-20,Basic,15
U00098,2024-09-20,Basic,15
U00098,2024-10-20,Basic,15
U00098,2024-11-20,Basic,15
U00098,2024-12-20,Basic,15
U00098,2025-01-20,Basic,15
U00099,2024-08-27,Basic,15
U00099,2024-09-27,Basic,15
U00099,2024-10-27,Basic,15
U00102,2025-02-07,Pro,35
U00102,2025-03-07,Pro,35
U00102,2025-04-07,Pro,35
U00102,2025-05-07,Pro,35
U00103,2025-01-14,Pro,35
U00103,2025-02-14,Pro,35
U00103,2025-03-14,Pro,35
U00103,2025-04-14,Pro,35
U00103,2025-03-02,Enterprise,99
U00103,2025-04-02,Enterprise,99
U00103,2025-05-02,Enterprise,99
U00103,2025-06-02,Enterprise,99
U00103,2025-07-02,Enterprise,99
U00103,2025-08-02,Enterprise,99
U00104,2024-09-25,Basic,15
U00104,2024-10-25,Basic,15
U00104,2024-11-25,Basic,15
U00104,2024-12-25,Basic,15
U00104,2025-01-25,Basic,15
U00104,2025-02-25,Basic,15
U00112,2024-07-16,Pro,35
U00112,2024-08-16,Pro,35
U00112,2024-09-16,Pro,35
U00112,2024-10-16,Pro,35
U00112,2024-11-16,Pro,35
U00112,2024-12-16,Pro,35
U00112,2025-01-16,Pro,35
U00113,2024-10-30,Pro,35
U00113,2024-11-30,Pro,35
U00113,2024-12-30,Pro,35
U00113,2025-01-30,Pro,35
U00113,2025-02-28,Pro,35
U00113,2025-03-30,Pro,35
U00114,2024-02-06,Pro,35
U00114,2024-03-06,Pro,35
U00114,2024-04-06,Pro,35
U00114,2024-05-06,Pro,35
U00114,2024-06-06,Pro,35
U00114,2024-07-06,Pro,35
U00114,2024-08-06,Pro,35
U00116,2024-05-26,Basic,15
U00116,2024-06-26,Basic,15
U00116,2024-07-26,Basic,15
U00116,2024-08-26,Basic,15
U00116,2024-09-26,Basic,15
U00116,2024-10-26,Basic,15
U00116,2024-11-26,Basic,15
U00116,2024-12-26,Basic,15
U00116,2025-01-26,Basic,15
U00116,2024-09-19,Pro,35
U00116,2024-10-19,Pro,35
U00116,2024-11-19,Pro,35
U00117,2024-05-10,Basic,15
U00117,2024-06-10,Basic,15
U00117,2024-07-10,Basic,15
U00117,2024-08-10,Basic,15
U00117,2024-09-10,Basic,15
U00118,2024-02-23,Basic,15
U00118,2024-03-23,Basic,15
U00118,2024-04-23,Basic,15
U00118,2024-05-23,Basic,15
U00118,2024-06-23,Basic,15
U00118,2024-07-23,Basic,15
U00118,2024-08-23,Basic,15
U00122,2024-04-08,Pro,35
U00122,2024-05-08,Pro,35
U00122,2024-06-08,Pro,35
U00122,2024-07-08,Pro,35
U00122,2024-08-08,Pro,35
U00122,2024-09-08,Pro,35
U00124,2024-09-11,Pro,35
U00124,2024-10-11,Pro,35
U00126,2024-08-01,Pro,35
U00126,2024-09-01,Pro,35
U00126,2024-10-01,Pro,35
U00126,2024-11-01,Pro,35
U00126,2024-12-01,Pro,35
U00126,2025-01-01,Pro,35
U00126,2025-02-01,Pro,35
U00126,2025-03-01,Pro,35
U00126,2025-04-01,Pro,35
U00126,2025-05-01,Pro,35
U00127,2024-12-07,Basic,15
U00127,2025-01-07,Basic,15
U00127,2025-02-07,Basic,15
U00127,2025-03-07,Basic,15
U00127,2025-05-17,Pro,35
U00127,2025-06-17,Pro,35
U00127,2025-07-17,Pro,35
U00128,2024-05-14,Basic,15
U00128,2024-06-14,Basic,15
U00128,2024-07-14,Basic,15
U00128,2024-08-14,Basic,15
U00128,2024-09-14,Basic,15
U00128,2024-10-14,Basic,15
U00128,2024-11-14,Basic,15
U00128,2024-12-14,Basic,15
U00128,2025-01-14,Basic,15
U00128,2025-02-14,Basic,15
U00131,2024-02-07,Pro,35
U00131,2024-03-07,Pro,35
U00131,2024-04-07,Pro,35
U00131,2024-05-07,Pro,35
U00131,2024-06-07,Pro,35
U00131,2024-07-07,Pro,35
U00131,2024-08-07,Pro,35
U00131,2024-09-07,Pro,35
U00132,2024-02-20,Pro,35
U00132,2024-03-20,Pro,35
U00132,2024-04-20,Pro,35
U00132,2024-05-20,Pro,35
U00132,2024-06-20,Pro,35
U00132,2024-07-20,Pro,35
U00132,2024-05-10,Enterprise,99
U00132,2024-06-10,Enterprise,99
U00132,2024-07-10,Enterprise,99
U00132,2024-08-10,Enterprise,99
U00132,2024-09-10,Enterprise,99
U00132,2024-10-10,Enterprise,99
U00132,2024-11-10,Enterprise,99
U00133,2025-04-02,Basic,15
U00133,2025-05-02,Basic,15
U00133,2025-06-02,Basic,15
U00133,2025-07-02,Basic,15
U00133,2025-08-02,Basic,15
U00133,2025-05-13,Pro,35
U00133,2025-06-13,Pro,35
U00134,2025-01-28,Pro,35
U00134,2025-02-28,Pro,35
U00134,2025-03-28,Pro,35
U00134,2025-04-28,Pro,35
U00134,2025-05-28,Pro,35
U00135,2025-01-26,Basic,15
U00135,2025-02-26,Basic,15
U00135,2025-03-26,Basic,15
U00135,2025-04-26,Basic,15
U00135,2025-05-26,Basic,15
U00135,2025-06-26,Basic,15
U00135,2025-07-26,Basic,15
U00135,2025-08-26,Basic,15
U00135,2025-09-26,Basic,15
U00135,2025-10-26,Basic,15
U00135,2025-03-05,Pro,35
U00135,2025-04-05,Pro,35
U00139,2024-06-20,Pro,35
U00139,2024-07-20,Pro,35
U00139,2024-08-20,Pro,35
U00139,2024-09-20,Pro,35
U00139,2024-10-20,Pro,35
U00139,2024-11-20,Pro,35
U00139,2024-12-20,Pro,35
U00139,2025-01-20,Pro,35
U00139,2025-02-20,Pro,35
U00139,2025-03-20,Pro,35
U00139,2025-04-20,Pro,35
U00140,2024-02-15,Pro,35
U00140,2024-03-15,Pro,35
U00140,2024-04-15,Pro,35
U00140,2024-05-15,Pro,35
U00140,2024-05-30,Enterprise,99
U00140,2024-06-30,Enterprise,99
U00140,2024-07-30,Enterprise,99
U00140,2024-08-30,Enterprise,99
U00140,2024-09-30,Enterprise,99
U00140,2024-10-30,Enterprise,99
U00141,2024-04-08,Basic,15
U00141,2024-05-08,Basic,15
U00141,2024-06-08,Basic,15
U00141,2024-07-08,Basic,15
U00141,2024-08-08,Basic,15
U00141,2024-09-08,Basic,15
U00141,2024-10-08,Basic,15
U00141,2024-11-08,Basic,15
U00142,2024-02-06,Pro,35
U00142,2024-03-06,Pro,35
U00142,2024-04-06,Pro,35
U00142,2024-05-06,Pro,35
U00142,2024-06-06,Pro,35
U00142,2024-07-06,Pro,35
U00142,2024-08-06,Pro,35
U00142,2024-09-06,Pro,35
U00142,2024-10-06,Pro,35
U00142,2024-11-06,Pro,35
U00142,2024-06-23,Enterprise,99
U00142,2024-07-23,Enterprise,99
U00142,2024-08-23,Enterprise,99
U00142,2024-09-23,Enterprise,99
U00142,2024-10-23,Enterprise,99
U00142,2024-11-23,Enterprise,99
U00142,2024-12-23,Enterprise,99
U00143,2024-10-28,Pro,35
U00143,2024-11-28,Pro,35
U00143,2024-12-28,Pro,35
U00143,2025-01-28,Pro,35
U00144,2024-04-08,Enterprise,99
U00144,2024-05-08,Enterprise,99
U00144,2024-06-08,Enterprise,99
U00144,2024-07-08,Enterprise,99
U00144,2024-08-08,Enterprise,99
U00144,2024-09-08,Enterprise,99
U00144,2024-10-08,Enterprise,99
U00144,2024-11-08,Enterprise,99
U00145,2024-08-28,Basic,15
U00145,2024-09-28,Basic,15
U00145,2024-10-28,Basic,15
U00145,2024-11-28,Basic,15
U00145,2024-12-28,Basic,15
U00148,2024-08-10,Basic,15
U00148,2024-09-10,Basic,15
U00148,2024-10-10,Basic,15
U00148,2024-11-10,Basic,15
U00151,2025-03-28,Basic,15
U00151,2025-04-28,Basic,15
U00151,2025-05-28,Basic,15
U00151,2025-06-28,Basic,15
U00151,2025-07-28,Basic,15
U00151,2025-08-28,Basic,15
U00151,2025-09-28,Basic,15
U00151,2025-10-28,Basic,15
U00153,2024-09-29,Basic,15
U00153,2024-10-29,Basic,15
U00153,2024-11-29,Basic,15
U00153,2024-12-29,Basic,15
U00153,2025-01-29,Basic,15
U00153,2025-02-28,Basic,15
U00153,2025-03-29,Basic,15
U00153,2025-04-29,Basic,15
U00154,2024-10-25,Basic,15
U00154,2024-11-25,Basic,15
U00154,2024-12-25,Basic,15
U00154,2025-01-25,Basic,15
U00154,2025-02-25,Basic,15
U00155,2024-07-23,Pro,35
U00155,2024-08-23,Pro,35
U00155,2024-09-23,Pro,35
U00155,2024-10-23,Pro,35
U00155,2024-11-23,Pro,35
U00155,2024-12-23,Pro,35
U00155,2025-01-23,Pro,35
U00155,2025-02-23,Pro,35
U00156,2024-11-06,Basic,15
U00156,2024-12-06,Basic,15
U00156,2025-01-06,Basic,15
U00157,2024-11-01,Basic,15
U00157,2024-12-01,Basic,15
U00160,2024-07-17,Pro,35
U00160,2024-08-17,Pro,35
U00160,2024-09-17,Pro,35
U00161,2024-05-21,Pro,35
U00161,2024-06-21,Pro,35
U00161,2024-07-21,Pro,35
U00161,2024-08-21,Pro,35
U00161,2024-09-21,Pro,35
U00161,2024-10-22,Enterprise,99
U00161,2024-11-22,Enterprise,99
U00161,2024-12-22,Enterprise,99
U00161,2025-01-22,Enterprise,99
U00161,2025-02-22,Enterprise,99
U00161,2025-03-22,Enterprise,99
U00161,2025-04-22,Enterprise,99
U00161,2025-05-22,Enterprise,99
U00161,2025-06-22,Enterprise,99
U00162,2024-09-16,Pro,35
U00162,2024-10-16,Pro,35
U00162,2024-11-16,Pro,35
U00162,2024-12-16,Pro,35
U00162,2025-02-27,Enterprise,99
U00162,2025-03-27,Enterprise,99
U00162,2025-04-27,Enterprise,99
U00162,2025-05-27,Enterprise,99
U00162,2025-06-27,Enterprise,99
U00162,2025-07-27,Enterprise,99
U00162,2025-08-27,Enterprise,99
U00162,2025-09-27,Enterprise,99
U00162,2025-10-27,Enterprise,99
U00162,2025-11-27,Enterprise,99
U00162,2025-12-27,Enterprise,99
U00163,2025-04-01,Pro,35
U00163,2025-05-01,Pro,35
U00163,2025-06-01,Pro,35
U00163,2025-07-01,Pro,35
U00163,2025-08-01,Pro,35
U00163,2025-09-01,Pro,35
U00163,2025-10-01,Pro,35
U00164,2025-05-09,Pro,35
U00164,2025-06-09,Pro,35
U00164,2025-07-09,Pro,35
U00164,2025-08-09,Pro,35
U00164,2025-09-09,Pro,35
U00164,2025-10-09,Pro,35
U00164,2025-11-09,Pro,35
U00166,2024-05-04,Basic,15
U00166,2024-06-04,Basic,15
U00166,2024-07-04,Basic,15
U00166,2024-08-04,Basic,15
U00166,2024-09-04,Basic,15
U00166,2024-10-04,Basic,15
U00166,2024-11-04,Basic,15
U00166,2024-12-04,Basic,15
U00166,2025-01-04,Basic,15
U00166,2025-02-04,Basic,15
U00169,2024-12-06,Pro,35
U00169,2025-01-06,Pro,35
U00169,2025-02-06,Pro,35
U00169,2025-03-06,Pro,35
U00169,2025-04-06,Pro,35
U00169,2025-05-06,Pro,35
U00169,2025-06-06,Pro,35
U00169,2025-07-06,Pro,35
U00169,2025-08-06,Pro,35
U00169,2025-09-06,Pro,35
U00171,2024-05-06,Basic,15
U00171,2024-06-06,Basic,15
U00171,2024-07-06,Basic,15
U00171,2024-08-06,Basic,15
U00171,2024-09-06,Basic,15
U00172,2024-05-31,Pro,35
U00172,2024-06-30,Pro,35
U00172,2024-07-31,Pro,35
U00172,2024-08-31,Pro,35
U00172,2024-09-30,Pro,35
U00172,2024-10-31,Pro,35
